,job_title,company_name,job_type,work_mode
708,HR Business Partner – On Client Site,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
709,Risk/Governance Analyst,"Mansoura, Dakahlia, Egypt",Full Time,On-site
710,Finance Manager (Manufacturing) 10th of Ramadan,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
711,Marketing Operations Senior Specialist,"Obour City, Cairo, Egypt",Full Time,On-site
712,Vodafone UK Account Customer Service Representative - Alex,"Alexandria, Egypt",Full Time,Hybrid
713,Fluent English Customer Service Representative - [Vodafone UK],"Cairo, Egypt",Shift Based,Hybrid
714,Senior General Accountant,"New Cairo, Cairo, Egypt",Full Time,On-site
715,General Accountant,"Riyadh, Saudi Arabia",Full Time,On-site
716,IT Security Administrator,"Red Sea, Egypt",Full Time,On-site
717,Quality Manager,"6th of October, Giza, Egypt",Full Time,On-site
718,Senior Cold Email & Outreach Lead (Part-time / Remote),"Cairo, Egypt",Full Time,Remote
719,Grocery Operation Specialist,"Alexandria, Egypt",Full Time,On-site
720,Receptionist,"New Cairo, Cairo, Egypt",Full Time,On-site
721,IT Manager,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site
722,Sales Operative Planning Specialist,"Ameria, Alexandria, Egypt",Full Time,On-site
723,General Accountant,"New Capital, Cairo, Egypt",Full Time,On-site
724,Senior Full Stack Developer,"Cairo, Egypt",Full Time,Remote
725,Senior IT Engineer,"Sheikh Zayed, Giza, Egypt",Full Time,Hybrid
726,Senior MLOps Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
727,Payroll Specialist,"Heliopolis, Cairo, Egypt",Full Time,On-site
728,Service Advisor- Automotive (P&B),"Ameria, Alexandria, Egypt",Full Time,On-site
729,IT Manager,"Badr City, Cairo, Egypt",Full Time,On-site
730,AI Engineer,"Cairo, Egypt",Full Time,On-site
731,Analyst - Voice of Customer Platform,"Nasr City, Cairo, Egypt",Full Time,On-site
732,AP Accountant,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
733,Payroll Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
734,Center Physician - Suez,"Suez, Suez, Egypt",Full Time,On-site
735,Sales Manager,"Mohandessin, Giza, Egypt",Full Time,On-site
736,Senior Sales Engineer,"Nasr City, Cairo, Egypt",Full Time,On-site
737,Senior Organization Development Specialist,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
738,Public Relations Specialist (PR Offline Relations),"Nasr City, Cairo, Egypt",Full Time,Hybrid
739,Senior NextJS FullStack Developer,"Cairo, Egypt",Full Time,On-site
740,Operation Specialist,"New Nozha, Cairo, Egypt",Full Time,On-site
741,Product Manager - NPD,"Obour City, Cairo, Egypt",Full Time,On-site
742,Chief Account - in Sahl Hashish / Hurghada,"Hurghada, Red Sea, Egypt",Full Time,On-site
743,Accounting Manager,"Sheraton, Cairo, Egypt",Full Time,On-site
744,Marketing Coordinator - Real Estate,"New Cairo, Cairo, Egypt",Full Time,On-site
745,R&D Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
746,Media Buyer,"New Cairo, Cairo, Egypt",Full Time,Hybrid
747,Planning Engineer,"Obour City, Cairo, Egypt",Full Time,On-site
748,Quality Assurance Engineer,"6th of October, Giza, Egypt",Full Time,On-site
749,Production Cost Control Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
750,Accountant,"Maadi, Cairo, Egypt",Full Time,On-site
751,Senior Full Stack Developer .Net + Angular,"New Cairo, Cairo, Egypt",Full Time,Hybrid
752,General Ledger Accountant,"New Nozha, Cairo, Egypt",Full Time,On-site
753,HSE Specialist,"Aswan, Aswan, Egypt",Full Time,On-site
754,Senior Next.js Engineer (E-Commerce Applications),"Munich, Germany",Full Time,Remote
755,FDA Quality Assurance Manager,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site
756,R&D Formulation Specialist,"Mokattam, Cairo, Egypt",Full Time,On-site
757,Cost Control Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
758,Logistics Specialist - Tamheer,"Riyadh, Saudi Arabia",Full Time,On-site
759,Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
760,Internal Auditor Section Head,"Mokattam, Cairo, Egypt",Full Time,On-site
761,Accountant,"New Cairo, Cairo, Egypt",Full Time,On-site
762,Marketing Administrator,"Heliopolis, Cairo, Egypt",Full Time,On-site
763,IT Manager-Retail,"Downtown, Cairo, Egypt",Full Time,On-site
764,quality control,"Nasr City, Cairo, Egypt",Full Time,On-site
765,Distributors Controller,"New Cairo, Cairo, Egypt",Full Time,On-site
766,Social Media Buyer,"6th of October, Giza, Egypt",Full Time,On-site
767,Recruitment Internship,"New Cairo, Cairo, Egypt",Internship,On-site
768,Project Coordinator,"Nasr City, Cairo, Egypt",Full Time,On-site
769,Customer Success Specialist,"Maadi, Cairo, Egypt",Full Time,Hybrid
770,Supply Planner and MRP Specialist,"Obour City, Cairo, Egypt",Full Time,On-site
771,HRBP,"Alsadat City, Monufya, Egypt",Full Time,On-site
772,Senior Media Buyer,"Sheraton, Cairo, Egypt",Full Time,On-site
773,Social Media & Digital Marketing Specialist,"Gdansk, Poland",Full Time,Remote
774,Talent Growth Specialist (HR),"Mokattam, Cairo, Egypt",Full Time,On-site
775,Call Center Operations Supervisor,"Cairo, Egypt",Full Time,On-site
776,Supervisor Accountant,"Maadi, Cairo, Egypt",Full Time,On-site
777,Accountant Supervisor,"Giza, Giza, Egypt",Full Time,On-site
778,Real Estate Sales Manager,"Heliopolis, Cairo, Egypt",Full Time,On-site
779,Maintenance Engineer,"Abdeen, Cairo, Egypt",Full Time,On-site
780,Network& Help desk Specialist,"6th of October, Giza, Egypt",Full Time,On-site
781,Pavement Assessment Engineer,"Katameya, Cairo, Egypt",Full Time,Hybrid
782,Marketing Manager,"Heliopolis, Cairo, Egypt",Full Time,On-site
783,Senior PHP Developer (Laravel),"Nasr City, Cairo, Egypt",Full Time,On-site
784,Logistics Specialist (Export),"6th of October, Giza, Egypt",Full Time,On-site
785,Corporate Lines Internship,"New Cairo, Cairo, Egypt",Internship,On-site
786,CRM Supervisor,"Maadi, Cairo, Egypt",Full Time,On-site
787,Product Owner /Product Manager,"Cairo, Egypt",Full Time,On-site
788,Cost Accountant,"Alexandria, Egypt",Full Time,On-site
789,HR Payroll Specialist,"Nasr City, Cairo, Egypt",Full Time,On-site
790,Pharmacist,"New Cairo, Cairo, Egypt",Full Time,On-site
791,Marketing Director,"Maadi, Cairo, Egypt",Full Time,On-site
792,AR Accountant,"Maadi, Cairo, Egypt",Full Time,On-site
793,Customer Service Administrator,"Nasr City, Cairo, Egypt",Full Time,On-site
794,R&D Analytical Specialist (HPLC Focus),"6th of October, Giza, Egypt",Full Time,On-site
795,Legal Administrative Assistant,"Maadi, Cairo, Egypt",Full Time,On-site
796,Furnace Manager (production Cast iron – Ductile),"Alexandria, Egypt",Full Time,On-site
797,Merchant Acquisition and Account Management Specialist,"Zamalek, Cairo, Egypt",Full Time,Hybrid
798,Purchasing senior Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
799,Integration Support Engineer - Alexandria,"Gomrok, Alexandria, Egypt",Full Time,On-site
800,Senior IT Internal Auditor,"Mohandessin, Giza, Egypt",Full Time,On-site
801,Production Engineer - Ain Sokhna,"Suez, Egypt",Shift Based,On-site
802,Marketing Coordinator,"Giza, Egypt",Full Time,On-site
803,Senior Accountant,"Badr City, Cairo, Egypt",Full Time,On-site
804,Purchasing Manager ( Livestock ),"Sheikh Zayed, Giza, Egypt",Full Time,On-site
805,Livestock Farm Manager,"Alsadat City, Monufya, Egypt",Full Time,On-site
806,Supply Chain Manager,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
807,Human Resources Generalist,"Dokki, Giza, Egypt",Full Time,On-site
808,Warehouse Management System Specialist,"6th of October, Giza, Egypt",Full Time,On-site
809,Senior Product Manager - Lifecycle Automation,"Cairo, Egypt",Full Time,Remote
810,People Partner,"Cairo, Egypt",Full Time,Remote
811,SEO specialist (AI-Driven),"Cairo, Egypt",Part Time,Remote
812,senior Payroll & Personnel Specialist,"6th of October, Giza, Egypt",Full Time,On-site
813,Accountant,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
814,Senior IT Specialist,"Obour City, Cairo, Egypt",Full Time,On-site
815,Draftsman / BIM Modeler,"Agouza, Giza, Egypt",Full Time,On-site
816,Accounts Receivable Accountant,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
817,Medical Representative,"Cairo, Egypt",Full Time,On-site
818,Senior Web Developer,"6th of October, Giza, Egypt",Full Time,On-site
819,Senior Marketing Specialist,"Sheraton, Cairo, Egypt",Full Time,On-site
820,Digital Marketing Manager,"Hadayek Alahram, Giza, Egypt",Full Time,Hybrid
821,Product Manager,"Mohandessin, Giza, Egypt",Full Time,On-site
822,Chief Accountant,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
823,Finance Manager,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
824,Pricing Executive,"New Cairo, Cairo, Egypt",Full Time,On-site
825,Human Resources Generalist,"Ain Sokhna, Suez, Egypt",Full Time,On-site
826,QA Engineer,"6th of October, Giza, Egypt",Full Time,On-site
827,Management Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
828,Account Manager,"Obour City, Cairo, Egypt",Part Time,On-site
829,Project Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
830,Brand Manager,"Mokattam, Cairo, Egypt",Full Time,On-site
831,Recruitment Specialist,"Heliopolis, Cairo, Egypt",Full Time,On-site
832,Insurance representative,"Cairo, Egypt",Full Time,On-site
833,Senior Secuirty Engineer,"Maadi, Cairo, Egypt",Full Time,On-site
834,B2B Sales Supervisor,"Musturad, Qalubia, Egypt",Full Time,On-site
835,Service Advisor- Automotive (B&P),"Katameya, Cairo, Egypt",Full Time,On-site
836,Senior Sales Engineer (Utility & Industries),"New Cairo, Cairo, Egypt",Full Time,On-site
837,IT Senior System Engineer,"Dokki, Giza, Egypt",Full Time,On-site
838,Senior R&D Specialist,"Alsadat City, Monufya, Egypt",Full Time,On-site
839,Senior Android Developer,"Nasr City, Cairo, Egypt",Full Time,On-site
840,Media Buyer,"Maadi, Cairo, Egypt",Full Time,On-site
841,Senior Media Buyer,"Katameya, Cairo, Egypt",Full Time,On-site
842,Marketing Manager,"Mokattam, Cairo, Egypt",Full Time,On-site
843,Graphic Designer,"Cairo, Egypt",Part Time,Remote
844,Dispo Manager - U.S. Real Estate (Remote),"Alexandria, Egypt",Full Time,Remote
845,Jr. Accountant,"Heliopolis, Cairo, Egypt",Full Time,On-site
846,Senior General Accountant,"Agouza, Giza, Egypt",Full Time,On-site
847,QA Italian - Bpo,"Maadi, Cairo, Egypt",Full Time,On-site
848,Budgeting & Reporting Section Head,"Agouza, Giza, Egypt",Full Time,On-site
849,Oracle Forms & Reports Developer,"Riyadh, Saudi Arabia",Full Time,On-site
850,Cost Accountant,"Mokattam, Cairo, Egypt",Full Time,On-site
851,PPC/SEM Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
852,AI Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
853,AI Designer,"Cairo, Egypt",Full Time,On-site
854,Database Administrator (SQL Server & Oracle),"Giza, Egypt",Full Time,Hybrid
855,Technical Drafter,"Sheraton, Cairo, Egypt",Full Time,On-site
856,ONSIT Team Leader,"New Cairo, Cairo, Egypt",Full Time,On-site
857,HR Coordinator,"Abu Rawash, Giza, Egypt",Full Time,On-site
858,Social Media Coordinator,"Dokki, Giza, Egypt",Full Time,On-site
859,Sales Account Manager,"Heliopolis, Cairo, Egypt",Full Time,On-site
860,Technical Support Engineer,"Heliopolis, Cairo, Egypt",Full Time,On-site
861,Real Estate Sales,"Heliopolis, Cairo, Egypt",Full Time,On-site
862,Key Account Managers,"6th of October, Giza, Egypt",Full Time,On-site
863,Patient Care Specialist,"Giza, Egypt",Full Time,On-site
864,Accounting Supervisor,"Alexandria, Egypt",Full Time,On-site
865,Accountant,"Agouza, Giza, Egypt",Part Time,On-site
866,Full-Stack Web Developer,"Heliopolis, Cairo, Egypt",Full Time,On-site
867,Offline Marketing Specialist,"Obour City, Cairo, Egypt",Full Time,On-site
868,Production Supervisor,"6th of October, Giza, Egypt",Full Time,On-site
869,Procurement Section Head,"Alsadat City, Monufya, Egypt",Full Time,On-site
870,Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
871,Senior SEO Specialist,"Cairo, Egypt",Freelance / Project,Remote
872,Payable Accountant,"New Cairo, Cairo, Egypt",Full Time,On-site
873,ERP Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
874,Lead Generation Specialist,"Smart Village, Giza, Egypt",Full Time,On-site
875,Finance Team Leader,"Mohandessin, Giza, Egypt",Full Time,On-site
876,Hardware Engineer,"Maadi, Cairo, Egypt",Full Time,On-site
877,Senior Accountant - F&B,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
878,"Backend Developer "" Java""","6th of October, Giza, Egypt",Full Time,Hybrid
879,Accountant,"Cairo, Egypt",Full Time,On-site
880,Medical Policy Operations Specialist,"Cairo, Egypt",Full Time,On-site
881,Life Policy Operations Specialist,"Cairo, Egypt",Full Time,On-site
882,Consumer Policy Operations Specialist,"Cairo, Egypt",Full Time,On-site
883,Commercial Policy Operations Specialist,"Cairo, Egypt",Full Time,On-site
884,Marketing Manager,"Maadi, Cairo, Egypt",Full Time,On-site
885,Quality Assurance Officer - Contact Center,"Mohandessin, Giza, Egypt",Full Time,On-site
886,Laravel PHP Developer,"Dokki, Giza, Egypt",Full Time,On-site
887,Senior Accounting Specialist,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
888,Costing Accountant,"6th of October, Giza, Egypt",Full Time,On-site
889,Back Office Agent -URDU,"Cairo, Egypt",Full Time,On-site
890,Architectural Technical Office Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
891,Fleet Coordinator,"Giza, Egypt",Full Time,On-site
892,Senior Full-Stack Developer (Node.js + React),"Nasr City, Cairo, Egypt",Full Time,On-site
893,Account Officer,"Riyadh, Saudi Arabia",Full Time,On-site
894,Full-Stack / Backend Developer (Node.js + PostgreSQL),"Cairo, Egypt",Part Time,Remote
895,Assistant Coordinator,"Dokki, Giza, Egypt",Full Time,On-site
896,Finance Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
897,Recruiter,"Cairo, Egypt",Full Time,On-site
898,General Accountant,"Cairo, Egypt",Full Time,Hybrid
899,Marketing and Communications Manager,"Cairo, Egypt",Full Time,On-site
900,QC Lab Chemist,"Ataqah, Suez, Egypt",Full Time,On-site
901,Distributor Controller,"New Cairo, Cairo, Egypt",Full Time,On-site
902,Financial Director,"New Cairo, Cairo, Egypt",Full Time,On-site
903,HR Business Partner,"Heliopolis, Cairo, Egypt",Full Time,On-site
904,Customer Service Agent (VIP),"Maadi, Cairo, Egypt",Full Time,On-site
905,Local Purchasing Specialist,"Heliopolis, Cairo, Egypt",Full Time,On-site
906,Dorms and Staff Residence Supervisor,"Shorouk City, Cairo, Egypt",Full Time,On-site
907,Foreign Procurement Specialist,"Heliopolis, Cairo, Egypt",Full Time,On-site
908,Senior Backend Developer PHP / Laravel,"Maadi, Cairo, Egypt",Full Time,On-site
909,E-Commerce & Customer Experience Specialist / Manager,"Mohandessin, Giza, Egypt",Full Time,On-site
910,Electrical Maintenance Engineer,"Giza, Egypt",Full Time,On-site
911,Civil Site Engineer,"Maadi, Cairo, Egypt",Full Time,On-site
912,Senior Customer Service & Customer Service Team Leader,"Cairo, Egypt",Full Time,On-site
913,"Senior Specialist, Accreditation","6th of October, Giza, Egypt",Full Time,On-site
914,Executive Administration Coordinator,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
915,Receptionist,"New Cairo, Cairo, Egypt",Full Time,On-site
916,Planning Engineer,"Sheraton, Cairo, Egypt",Full Time,On-site
917,Application Support Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
918,Account Officer,"Qantarah Sharq, Ismailia, Egypt",Full Time,On-site
919,Receptionist,"New Cairo, Cairo, Egypt",Full Time,On-site
920,Personnel Specialist,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
921,Senior Regulatory Affairs Specialist,"Sheraton, Cairo, Egypt",Full Time,On-site
922,Senior Accountant,"Maadi, Cairo, Egypt",Full Time,On-site
923,Senior Backend Developer (Node.js),"Maadi, Cairo, Egypt",Full Time,Hybrid
924,Maintenance Trainee,"6th of October, Giza, Egypt",Internship,On-site
925,Accounting Supervisor,"Maadi, Cairo, Egypt",Full Time,On-site
926,Architect Design Engineer,"Dokki, Giza, Egypt",Full Time,On-site
927,Administrative Officer,"Haram, Giza, Egypt",Full Time,On-site
928,medical sales manager,"Giza, Giza, Egypt",Full Time,On-site
929,Medical Supervisor,"Mansoura, Dakahlia, Egypt",Full Time,On-site
930,Human Resources Generalist,"Nasr City, Cairo, Egypt",Full Time,On-site
931,Junior Accountant,"New Cairo, Cairo, Egypt",Full Time,On-site
932,Administrative Assistant,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
933,Live Stream Host Specialist,"Nasr City, Cairo, Egypt",Full Time,On-site
934,Fundraising Senior Specialist - Major Gift,"Mokattam, Cairo, Egypt",Full Time,On-site
935,Admin Assistant - Coordinator,"Nasr City, Cairo, Egypt",Full Time,On-site
936,Area Merchandising Manager.,"Alexandria, Egypt",Full Time,On-site
937,Architectural BIM engineer,"New Capital, Cairo, Egypt",Full Time,On-site
938,Sales Support Coordinator - Freight Forwarding,"New Cairo, Cairo, Egypt",Full Time,On-site
939,Full Stack Developer,"Toronto, Canada",Full Time,Remote
940,Property Consultant,"New Cairo, Cairo, Egypt",Full Time,On-site
941,SENIOR SPECIALIST ADMINISTRATION&ACCOUNTING,"New Cairo, Cairo, Egypt",Full Time,On-site
942,Sales Executive,"Cairo, Egypt",Full Time,Hybrid
943,Secretary / Administrative Assistant,"Dokki, Giza, Egypt",Full Time,On-site
944,Senior Devops Engineer,"Cairo, Egypt",Full Time,On-site
945,Site Electric Technical Office Engineer,"Mokattam, Cairo, Egypt",Full Time,On-site
946,Solar Farm Supervisor / Electrical Engineer,"Ras Ghareb, Red Sea, Egypt",Full Time,On-site
947,Architect Design Engineer Team Leader,"Haram, Giza, Egypt",Full Time,On-site
948,Cost Accounting Manager,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
949,Accounting Supervisor,"Maadi, Cairo, Egypt",Full Time,On-site
950,Import logistics Section Head,"Heliopolis, Cairo, Egypt",Full Time,On-site
951,Workforce Manager,"Maadi, Cairo, Egypt",Full Time,On-site
952,Social Media Specialist,"Nasr City, Cairo, Egypt",Full Time,On-site
953,Accountant,"6th of October, Giza, Egypt",Full Time,On-site
954,General Accountant,"6th of October, Giza, Egypt",Full Time,On-site
955,Area Merchandising Manager,"Cairo, Egypt",Full Time,On-site
956,Junior Civil Engineer – Technical Office (2),"Sheraton, Cairo, Egypt",Full Time,On-site
957,Contracts Engineer Infrastructure,"Mohandessin, Giza, Egypt",Full Time,On-site
958,Sales Supervisor,"Dokki, Giza, Egypt",Full Time,On-site
959,Office Administrator,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
960,Accounting Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
961,Accountant,"Mohandessin, Giza, Egypt",Full Time,On-site
962,Sales Insurance Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
963,Production Planning Engineer,"khanka, Qalubia, Egypt",Full Time,On-site
964,Senior Full Stack .Net Developer,"Cairo, Egypt",Full Time,Hybrid
965,Senior Electrical Power Engineer,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site
966,Foreign Procurement Supervisor | Sadat City,"Alsadat City, Monufya, Egypt",Full Time,On-site
967,Inventory Controller,"Sheraton, Cairo, Egypt",Full Time,On-site
968,Sales Teamleader,"Helwan, Cairo, Egypt",Full Time,On-site
969,Regulatory Affairs Specialist - Export,"6th of October, Giza, Egypt",Full Time,On-site
970,Bilingual Accountant (Arabic & English) - Education Sector,"Cairo, Egypt",Full Time,Hybrid
971,Senior Database Administrator,"6th of October, Giza, Egypt",Full Time,On-site
972,Logistics Section Head,"New Cairo, Cairo, Egypt",Full Time,On-site
973,Outlet Sales Supervisor,"Cairo, Egypt",Full Time,On-site
974,Import payable accountant,"Smouha, Alexandria, Egypt",Full Time,On-site
975,Procurement Engineer,"Obour City, Cairo, Egypt",Full Time,On-site
976,Senior Growth Marketer,"Cairo, Egypt",Full Time,Remote
977,Office Manager,"Sheraton, Cairo, Egypt",Full Time,On-site
978,Account Manager (ACM),"Maadi, Cairo, Egypt",Full Time,On-site
979,Hotel operation manager,"Red Sea, Egypt",Full Time,On-site
980,Lighting Products Sales Engineer,"Nasr City, Cairo, Egypt",Full Time,Hybrid
981,Financial Analyst,"Ajman, United Arab Emirates",Part Time,Remote
982,React (Frontend Developer),"Nasr City, Cairo, Egypt",Full Time,Remote
983,Accounting Manager,"Obour City, Cairo, Egypt",Full Time,On-site
984,Office and Site Admin,"Heliopolis, Cairo, Egypt",Full Time,On-site
985,Human Resources Generalist,"Mohandessin, Giza, Egypt",Full Time,On-site
986,Account Manager,"Cairo, Egypt",Full Time,On-site
987,Senior Cost Accountant,"Heliopolis, Cairo, Egypt",Full Time,On-site
988,Store Keeper,"10th of Ramadan City, Sharqia, Egypt",Shift Based,On-site
989,Human Resources Generalist,"Dokki, Giza, Egypt",Full Time,On-site
990,Real Estate Broker,"New Cairo, Cairo, Egypt",Full Time,On-site
991,Accounting Manager – Real Estate Development Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
992,Sales & Marketing Executive,"Cairo, Egypt",Full Time,Hybrid
993,WMS Section Head,"6th of October, Giza, Egypt",Full Time,On-site
994,Telemarketing - German Speaker,"New Cairo, Cairo, Egypt",Full Time,On-site
995,Quality Assurance Specialist,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site
996,Trade Marketing Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
997,Senior Systems Architect,"Shorouk City, Cairo, Egypt",Full Time,On-site
998,BIM Engineer,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
999,Chief Accountant,"Sheraton, Cairo, Egypt",Full Time,On-site
1000,Marketing Supervisor (E-commerce Focus).,"Maadi, Cairo, Egypt",Full Time,On-site
1001,Procurement Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
1002,Technical Sales Trainer,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1003,Senior Personnel & Payroll Specialist,"Dokki, Giza, Egypt",Full Time,On-site
1004,Executive Assistant,"Washington, D.C., United States",Full Time,Remote
1005,Senior Accountant,"Zagazig, Sharqia, Egypt",Full Time,On-site
1006,Application & Estimation Engineer,"Nasr City, Cairo, Egypt",Full Time,On-site
1007,Accounts Payable Officer,"Giza, Giza, Egypt",Full Time,On-site
1008,Accounts Receivable Officer,"Giza, Giza, Egypt",Full Time,On-site
1009,Talent Acquisition Specialist,"6th of October, Giza, Egypt",Full Time,On-site
1010,HR Generalist,"Nasr City, Cairo, Egypt",Full Time,On-site
1011,Sales Coordinator,"New Cairo, Cairo, Egypt",Full Time,On-site
1012,Assistant Product Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
1013,Chief Accounting Officer,"Maadi, Cairo, Egypt",Full Time,On-site
1014,Full-Stack Developer (Node.js + React),"Nasr City, Cairo, Egypt",Full Time,Hybrid
1015,Senior AP Accountant,"New Cairo, Cairo, Egypt",Full Time,On-site
1016,Senior Digital Marketing Executive,"Cairo, Egypt",Full Time,On-site
1017,Operations Administrative,"Nasr City, Cairo, Egypt",Full Time,On-site
1018,Customer Services Specialist – Container Transport,"Stanley, Alexandria, Egypt",Full Time,On-site
1019,Light Current Engineer,"Cleopatra, Alexandria, Egypt",Full Time,On-site
1020,Accountant,"Abu Rawash, Giza, Egypt",Full Time,On-site
1021,Costing Section Head,"New Cairo, Cairo, Egypt",Full Time,On-site
1022,Certified Information Security Manager,"Riyadh, Saudi Arabia",Internship,Remote
1023,Assistance Officer (Female Candidates Only),"Mohandessin, Giza, Egypt",Full Time,On-site
1024,Planning Section Head,"Cairo, Egypt",Full Time,On-site
1025,Math Section Head,"Giza, Egypt",Full Time,On-site
1026,Asp.net Core Back-End Developer - Remotely -Saudi Aarabia,"Riyadh, Saudi Arabia",Full Time,Remote
1027,External Auditor,"Nasr City, Cairo, Egypt",Full Time,On-site
1028,Maintenance Planner,"6th of October, Giza, Egypt",Full Time,On-site
1029,Financial Analyst FP&A,"Smart Village, Giza, Egypt",Full Time,On-site
1030,Senior Key Account Manager,"Maadi, Cairo, Egypt",Full Time,On-site
1031,Academic Program Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
1032,Planning Specialist,"6th of October, Giza, Egypt",Full Time,On-site
1033,HR Specialist,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site
1034,Sales Coordinator,"Sheraton, Cairo, Egypt",Full Time,On-site
1035,Sales Operations Team Leader,"Nasr City, Cairo, Egypt",Full Time,On-site
1036,Senior Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
1037,Talent Acquisition Specialist,"Obour City, Cairo, Egypt",Full Time,On-site
1038,Head of IT,"Port Fuad, Port Said, Egypt",Full Time,On-site
1039,Merchant Risk Analyst,"New Cairo, Cairo, Egypt",Full Time,On-site
1040,Project Manager ( PMP - Light Current Companies ),"Sheraton, Cairo, Egypt",Full Time,On-site
1041,Oracle HCM Specialist,"Giza, Egypt",Full Time,Hybrid
1042,Architecture Engineer,"Maadi, Cairo, Egypt",Full Time,On-site
1043,Receptionist,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1044,Senior IT System Admin,"Maadi, Cairo, Egypt",Full Time,On-site
1045,Senior Mechanical Design Engineer,"Maadi, Cairo, Egypt",Full Time,On-site
1046,Cost Accountant,"Obour City, Cairo, Egypt",Full Time,On-site
1047,Customer Service Supervisor,"Giza, Egypt",Full Time,On-site
1048,Industrial Sales Engineer,"Cairo, Egypt",Full Time,On-site
1049,Light Current Sales Engineer,"Cairo, Egypt",Full Time,On-site
1050,Document Controller,"New Heliopolis, Cairo, Egypt",Full Time,On-site
1051,HR Manager,"Cairo, Egypt",Full Time,On-site
1052,General Accountant,"Maadi, Cairo, Egypt",Full Time,On-site
1053,Cost Accountant,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
1054,import specialist,"Cairo, Egypt",Full Time,On-site
1055,Office Manager,"Obour City, Cairo, Egypt",Full Time,On-site
1056,Telemarketing Agent,"Abbassia, Cairo, Egypt",Full Time,On-site
1057,Laravel Developer,"Nasr City, Cairo, Egypt",Full Time,Hybrid
1058,Receptionist,"New Cairo, Cairo, Egypt",Full Time,On-site
1059,HR Specialist,"6th of October, Giza, Egypt",Full Time,On-site
1060,General Accountant,"Mohandessin, Giza, Egypt",Full Time,On-site
1061,Senior Site Engineer - Fine Finishes & Fitout,"Zamalek, Cairo, Egypt",Full Time,On-site
1062,Dental Business Development Specialist ( Cairo- Delta-Upper Egypt),"Nasr City, Cairo, Egypt",Full Time,On-site
1063,Senior Front End Developer,"Nasr City, Cairo, Egypt",Full Time,Hybrid
1064,Quality Control Engineer,"Minya, Egypt",Full Time,On-site
1065,Admin Assistant,"Nasr City, Cairo, Egypt",Full Time,On-site
1066,Senior Accountant,"Mohandessin, Giza, Egypt",Full Time,Remote
1067,ERP Application Consultant,"Cairo, Egypt",Full Time,On-site
1068,Sales Training Supervisor - Retail | Saudi Arabia,"Riyadh, Saudi Arabia",Full Time,On-site
1069,Sales Trainer Specialist - Retail | Saudi Arabia,"Riyadh, Saudi Arabia",Full Time,On-site
1070,Accounts Receivable Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
1071,Architecture Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
